,hh_id,maz,walk_subzone,income,autos,jtf_choice,size,workers,auto_suff
17672,608068,2990,0,66000,1,-2,1,1,cars>=wkrs
17673,996871,2990,0,180000,1,-2,1,1,cars>=wkrs
17675,2503376,2990,0,39400,2,-3,2,2,cars>=wkrs
17676,1342777,2990,0,40000,1,1,2,0,cars>=wkrs
17677,1921130,2990,0,40000,2,1,3,1,cars>=wkrs
17678,203150,2990,0,4900,1,1,6,0,cars>=wkrs
17679,2702208,2991,0,38200,2,3,3,2,cars>=wkrs
17680,3070922,2991,0,36400,2,1,4,0,cars>=wkrs
17681,996905,2991,0,100000,1,-2,1,1,cars>=wkrs
17682,1573974,2991,0,4000,1,-3,5,0,cars>=wkrs
17683,996902,2991,0,80000,2,-2,1,1,cars>=wkrs
17684,2702212,2991,0,38200,2,1,3,2,cars>=wkrs
17685,122021,2991,0,50900,2,-2,1,0,cars>=wkrs
17686,1892477,2991,0,10000,1,1,3,1,cars>=wkrs
17687,2113550,2991,0,28400,2,-3,2,2,cars>=wkrs
17688,36980,2992,0,32030,0,-2,1,0,nocars
17689,1365195,2992,0,64600,1,-3,2,0,cars>=wkrs
17690,1563110,2992,0,54000,2,1,4,0,cars>=wkrs
17691,2351848,2992,0,33470,2,1,2,2,cars>=wkrs
17692,1096792,2993,0,8700,2,-2,1,1,cars>=wkrs
17694,3541645,2993,0,33220,3,1,4,3,cars>=wkrs
17695,3689452,2993,0,28000,0,1,4,0,nocars
17696,2702233,2993,0,41000,1,1,3,2,cars<wkrs
17697,3754843,2993,0,34300,1,1,4,0,cars>=wkrs
17700,3328593,2994,0,15380,3,1,4,2,cars>=wkrs
17701,1949253,2994,0,26200,1,1,3,1,cars>=wkrs
17702,996985,2994,0,85000,2,-2,1,1,cars>=wkrs
17703,3825825,2994,0,33000,1,1,4,2,cars<wkrs
17704,926154,2994,0,50030,1,-2,1,1,cars>=wkrs
17705,1037937,2994,0,16700,1,-2,1,1,cars>=wkrs
17706,2113564,2994,0,40000,1,1,2,2,cars<wkrs
17707,137108,2994,0,80000,0,-2,1,0,nocars
17710,3057294,2994,0,0,3,2,4,0,cars>=wkrs
17711,3076835,2994,0,13400,1,1,4,0,cars>=wkrs
17712,1342850,2994,0,38200,1,1,2,0,cars>=wkrs
17713,2351908,2994,0,33400,2,1,2,2,cars>=wkrs
17714,1425885,2994,0,24300,3,1,2,0,cars>=wkrs
17715,2351901,2994,0,35000,3,1,2,2,cars>=wkrs
17716,812395,2994,0,24500,1,-2,1,1,cars>=wkrs
17717,3541681,2994,0,41700,3,1,4,3,cars>=wkrs
17719,1718536,2994,0,25530,2,1,2,1,cars>=wkrs
17720,2190699,2995,0,40600,1,1,2,2,cars<wkrs
17722,3330283,2995,0,33480,2,1,4,2,cars>=wkrs
17723,2646570,2995,0,39500,2,1,3,2,cars>=wkrs
17724,1632507,2996,0,36500,1,1,2,1,cars>=wkrs
17725,1929215,2996,0,53000,1,1,3,1,cars>=wkrs
17726,1812673,2996,0,53150,1,-3,2,1,cars>=wkrs
17728,2013554,2996,0,0,0,-3,4,1,nocars
17729,3407179,2997,0,61700,1,1,3,3,cars<wkrs
17730,1507709,2997,0,48500,2,1,3,0,cars>=wkrs
17731,1646846,2997,0,69000,2,1,2,1,cars>=wkrs
17732,3235683,2997,0,102200,1,1,4,1,cars>=wkrs
17733,3640993,2997,0,69000,2,1,4,0,cars>=wkrs
17734,1961308,2997,0,75000,1,1,3,1,cars>=wkrs
17735,1929224,2997,0,53000,2,1,3,1,cars>=wkrs
17736,3559655,2998,0,98000,2,1,4,3,cars<wkrs
17737,3879094,2998,0,34570,3,2,4,3,cars>=wkrs
17738,2282444,2998,0,72000,4,1,2,2,cars>=wkrs
17739,3699101,2998,0,52100,1,1,4,0,cars>=wkrs
17740,2454281,2998,0,79640,2,-3,2,2,cars>=wkrs
17741,1961330,2999,0,72300,3,1,3,1,cars>=wkrs
17742,2875953,2999,0,89704,3,1,4,2,cars>=wkrs
17743,3559662,2999,0,98000,2,1,4,3,cars<wkrs
17744,3598575,2999,0,106000,4,1,4,3,cars>=wkrs
17745,2666621,2999,0,62000,2,1,3,2,cars>=wkrs
17748,2454299,2999,0,90430,2,1,2,2,cars>=wkrs
17749,2543821,2999,0,69700,1,1,2,2,cars<wkrs
17750,1471377,3000,0,102000,1,1,2,0,cars>=wkrs
17754,1445414,3000,0,54600,2,1,2,0,cars>=wkrs
17755,2070585,3000,0,39800,2,1,5,1,cars>=wkrs
17756,2936794,3001,0,8900,0,1,3,0,nocars
17757,1342880,3001,0,35900,1,1,2,0,cars>=wkrs
17758,465045,3001,0,5000,1,-2,1,1,cars>=wkrs
17759,1873022,3001,0,0,0,1,3,1,nocars
17760,3800589,3002,0,255000,1,1,5,1,cars>=wkrs
17761,3475715,3002,0,107000,2,1,3,3,cars<wkrs
17762,1670803,3002,0,26800,1,1,2,1,cars>=wkrs
17764,926261,3002,0,57000,1,-2,1,1,cars>=wkrs
17765,1617640,3002,0,19300,2,1,2,1,cars>=wkrs
17766,1401639,3002,0,57200,1,1,2,0,cars>=wkrs
17767,3198596,3002,0,91400,1,1,3,1,cars>=wkrs
17768,465048,3002,0,9200,1,-2,1,1,cars>=wkrs
17769,2859246,3003,0,142300,1,1,4,2,cars<wkrs
17770,2161925,3003,0,92800,2,1,2,2,cars>=wkrs
17771,1155714,3003,0,57500,0,-2,1,1,nocars
17772,53954,3003,0,55100,2,-2,1,0,cars>=wkrs
17773,401846,3003,0,54000,1,-2,1,1,cars>=wkrs
17774,812642,3003,0,24300,0,-2,1,1,nocars
17775,3057317,3003,0,0,0,1,4,0,nocars
17776,2454337,3003,0,95000,1,-3,2,2,cars<wkrs
17777,1929272,3003,0,50000,1,1,3,1,cars>=wkrs
17778,3070959,3003,0,36400,1,1,4,0,cars>=wkrs
17779,2352035,3003,0,39000,1,1,2,2,cars<wkrs
17780,465071,3003,0,18000,1,-2,1,1,cars>=wkrs
17781,2896569,3003,0,41500,2,1,5,2,cars>=wkrs
17782,1718624,3003,0,35640,2,1,2,1,cars>=wkrs
17783,2308301,3004,0,85000,1,1,2,2,cars<wkrs
17784,3009127,3004,0,49360,1,1,3,0,cars>=wkrs
17785,1921188,3004,0,42500,2,1,3,1,cars>=wkrs
17786,2584305,3004,0,18000,0,1,3,2,nocars
17787,203416,3004,0,4900,0,1,6,0,nocars
17788,1827571,3004,0,132200,2,-3,2,1,cars>=wkrs
17789,2884908,3004,0,27000,0,1,5,2,nocars
17790,1425938,3004,0,44100,2,1,2,0,cars>=wkrs
17791,608167,3004,0,48000,1,-2,1,1,cars>=wkrs
17792,679717,3004,0,16000,2,-2,1,1,cars>=wkrs
17793,2521849,3004,0,39600,1,1,2,2,cars<wkrs
17794,997199,3005,0,82000,1,-2,1,1,cars>=wkrs
17795,203425,3005,0,4900,1,1,6,0,cars>=wkrs
17796,2749849,3005,0,88500,3,1,3,2,cars>=wkrs
17797,3215337,3005,0,50000,2,1,4,1,cars>=wkrs
17798,3190779,3005,0,178260,2,1,3,1,cars>=wkrs
17799,2815565,3006,0,18700,2,1,4,2,cars>=wkrs
17800,1718649,3006,0,24500,4,1,2,1,cars>=wkrs
17801,3211816,3006,0,36710,4,1,4,1,cars>=wkrs
17802,2400991,3006,0,57970,2,1,2,2,cars>=wkrs
17803,1605899,3006,0,26000,2,1,2,1,cars>=wkrs
17804,1365328,3006,0,64600,2,1,2,0,cars>=wkrs
17805,1921192,3008,0,32300,1,1,3,1,cars>=wkrs
17806,1769913,3008,0,233000,1,1,2,1,cars>=wkrs
17807,679761,3011,0,9100,1,-2,1,1,cars>=wkrs
17808,812771,3013,0,35000,1,-2,1,1,cars>=wkrs
17809,2680263,3013,0,240000,2,1,3,2,cars>=wkrs
17810,2627598,3013,0,49100,2,1,3,2,cars>=wkrs
17811,3364247,3014,0,11590,2,1,3,3,cars<wkrs
17812,3273046,3014,0,28000,1,-3,3,2,cars<wkrs
17813,2824932,3014,0,63400,2,1,4,2,cars>=wkrs
17814,3177338,3016,0,56300,2,1,3,1,cars>=wkrs
17815,3364258,3016,0,11590,3,1,3,3,cars>=wkrs
17816,1961377,3016,0,66700,1,1,3,1,cars>=wkrs
17817,3076883,3016,0,13400,1,1,4,0,cars>=wkrs
17818,3372735,3017,0,27600,2,1,3,3,cars<wkrs
17820,3754904,3017,0,34300,0,-3,4,0,nocars
17821,3822369,3017,0,37750,1,1,4,2,cars<wkrs
17822,2689353,3017,0,20400,1,1,3,2,cars<wkrs
17823,1342915,3017,0,31600,0,1,2,0,nocars
17824,2646710,3017,0,45000,2,1,3,2,cars>=wkrs
17825,3586760,3018,0,72000,3,1,4,3,cars>=wkrs
17826,1342929,3018,0,33900,4,1,2,0,cars>=wkrs
17827,1596958,3018,0,39200,2,1,2,1,cars>=wkrs
17828,2352113,3018,0,39000,1,1,2,2,cars<wkrs
17829,2190908,3018,0,30000,2,1,2,2,cars>=wkrs
17831,2928406,3019,0,15500,2,1,3,0,cars>=wkrs
17832,3151340,3019,0,18200,1,1,3,1,cars>=wkrs
17835,2352150,3019,0,33250,2,1,2,2,cars>=wkrs
17836,2837878,3019,0,33980,3,1,4,2,cars>=wkrs
17838,3541806,3020,0,35500,4,1,4,3,cars>=wkrs
17839,3754922,3020,0,34300,2,1,4,0,cars>=wkrs
17840,2190937,3020,0,24100,1,1,2,2,cars<wkrs
17841,2119861,3020,0,37200,2,-3,2,2,cars>=wkrs
17842,3033879,3020,0,29600,1,1,3,0,cars>=wkrs
17843,1120847,3020,0,0,1,-2,1,1,cars>=wkrs
17844,1314575,3020,0,28230,1,1,2,0,cars>=wkrs
17845,2401040,3021,0,71800,1,1,2,2,cars<wkrs
17848,1365378,3021,0,53300,2,1,2,0,cars>=wkrs
17849,2454418,3022,0,85400,2,-3,2,2,cars>=wkrs
17850,2627604,3022,0,62830,2,1,3,2,cars>=wkrs
17851,1929318,3022,0,50500,2,1,3,1,cars>=wkrs
17852,2907129,3022,0,89900,2,1,5,2,cars>=wkrs
17853,149737,3023,0,20000,1,1,2,0,cars>=wkrs
17854,1847467,3023,0,119000,1,1,2,1,cars>=wkrs
17855,3215351,3024,0,50000,1,1,4,1,cars>=wkrs
17856,158747,3024,0,26000,3,1,2,0,cars>=wkrs
17857,679867,3024,0,13200,1,-2,1,1,cars>=wkrs
17858,812949,3024,0,36650,3,-2,1,1,cars>=wkrs
17859,2749878,3024,0,83400,2,1,3,2,cars>=wkrs
17860,3530868,3024,0,78000,3,1,4,3,cars>=wkrs
17861,2965289,3025,0,71100,1,1,3,0,cars>=wkrs
17862,1365402,3025,0,48600,1,-3,2,0,cars>=wkrs
17863,465188,3025,0,19000,1,-2,1,1,cars>=wkrs
17864,2875960,3025,0,94200,3,1,4,2,cars>=wkrs
17865,1120854,3026,0,16980,1,-2,1,1,cars>=wkrs
17866,926473,3026,0,63000,1,-2,1,1,cars>=wkrs
17867,465192,3026,0,21500,1,-2,1,1,cars>=wkrs
17868,608216,3028,0,48150,1,-2,1,1,cars>=wkrs
17869,3855175,3028,0,135800,4,1,5,3,cars>=wkrs
17870,1485329,3028,0,98600,2,3,2,0,cars>=wkrs
17871,1812771,3028,0,55120,2,1,2,1,cars>=wkrs
17872,2936803,3029,0,8900,2,1,3,0,cars>=wkrs
17873,2779414,3029,0,41400,1,1,3,2,cars<wkrs
17874,2503417,3029,0,37300,2,1,2,2,cars>=wkrs
17875,1306773,3029,0,49200,3,1,2,0,cars>=wkrs
17876,1445608,3029,0,50300,3,1,2,0,cars>=wkrs
17877,2702384,3030,0,33000,1,1,3,2,cars<wkrs
17878,2503420,3030,0,37300,2,1,2,2,cars>=wkrs
17879,1038086,3031,0,1400,1,-2,1,1,cars>=wkrs
17880,24123,3031,0,8000,1,-2,1,0,cars>=wkrs
17881,1869804,3031,0,27200,2,1,3,1,cars>=wkrs
17882,2543855,3031,0,49500,1,1,2,2,cars<wkrs
17883,1511906,3031,0,6000,2,1,3,0,cars>=wkrs
17884,24126,3032,0,19300,1,-2,1,0,cars>=wkrs
17885,2252760,3032,0,40400,2,-3,2,2,cars>=wkrs
17886,1789688,3032,0,21790,1,1,2,1,cars>=wkrs
17887,3284269,3033,0,30100,4,1,3,2,cars>=wkrs
17888,1646912,3033,0,50000,1,-3,2,1,cars>=wkrs
17889,2352214,3034,0,37190,2,-3,2,2,cars>=wkrs
17891,2702401,3034,0,38200,1,1,3,2,cars<wkrs
17892,1656546,3036,0,79600,1,1,2,1,cars>=wkrs
17893,3364303,3036,0,11590,0,1,3,3,nocars
17894,1343023,3037,0,39440,2,1,2,0,cars>=wkrs
17895,2749898,3037,0,79400,2,1,3,2,cars>=wkrs
17896,1507776,3037,0,48500,3,1,3,0,cars>=wkrs
17897,3328606,3037,0,15380,2,-3,4,2,cars>=wkrs
17898,1155755,3037,0,48000,1,-2,1,1,cars>=wkrs
17899,3057388,3038,0,0,2,1,4,0,cars>=wkrs
17901,2828215,3038,0,83000,2,-3,4,2,cars>=wkrs
17902,3024871,3038,0,23820,0,1,3,0,nocars
17903,2282578,3038,0,50300,2,1,2,2,cars>=wkrs
17904,3372787,3038,0,27600,3,-3,3,3,cars>=wkrs
17905,3242372,3038,0,39900,2,1,4,1,cars>=wkrs
17906,1155757,3038,0,52000,1,-2,1,1,cars>=wkrs
17907,2646851,3038,0,32800,1,1,3,2,cars<wkrs
17908,997481,3040,0,180000,1,-2,1,1,cars>=wkrs
17909,47238,3040,0,119200,1,-2,1,0,cars>=wkrs
17910,813162,3040,0,44000,1,-2,1,1,cars>=wkrs
17911,625694,3040,0,86000,1,-2,1,1,cars>=wkrs
17912,1103542,3040,0,38000,1,-2,1,1,cars>=wkrs
17913,203659,3040,0,4900,0,1,6,0,nocars
17914,2802654,3040,0,39000,1,1,4,2,cars<wkrs
17915,926575,3040,0,61000,1,-2,1,1,cars>=wkrs
17916,37010,3040,0,35400,1,-2,1,0,cars>=wkrs
17919,2454481,3041,0,726000,2,1,2,2,cars>=wkrs
17920,2646905,3043,0,42700,1,1,3,2,cars<wkrs
17921,1718770,3043,0,37000,0,-3,2,1,nocars
17922,2554420,3043,0,87500,2,1,2,2,cars>=wkrs
17923,2646883,3043,0,39440,2,1,3,2,cars>=wkrs
17924,1343074,3043,0,27500,1,1,2,0,cars>=wkrs
17925,1296640,3043,0,8000,1,1,2,0,cars>=wkrs
17926,1445665,3044,0,58700,2,1,2,0,cars>=wkrs
17927,103876,3044,0,25100,1,-2,1,0,cars>=wkrs
17928,1847474,3044,0,79000,2,1,2,1,cars>=wkrs
17929,2896598,3045,0,41500,2,1,5,2,cars>=wkrs
17930,3364339,3045,0,11590,3,1,3,3,cars>=wkrs
17931,3033906,3045,0,29600,1,1,3,0,cars>=wkrs
17932,1396440,3045,0,41900,1,1,2,0,cars>=wkrs
17933,2252863,3045,0,29200,1,1,2,2,cars<wkrs
17934,3009220,3045,0,60200,2,3,3,0,cars>=wkrs
17935,203690,3045,0,4900,0,1,6,0,nocars
17936,2818963,3045,0,38300,2,1,4,2,cars>=wkrs
17937,2057638,3045,0,35000,1,1,5,1,cars>=wkrs
17938,1314585,3045,0,28230,1,1,2,0,cars>=wkrs
17939,2119878,3045,0,37200,1,1,2,2,cars<wkrs
17940,3372808,3045,0,27600,1,1,3,3,cars<wkrs
17941,3009234,3046,0,75500,1,-3,3,0,cars>=wkrs
17942,2282598,3046,0,68000,2,1,2,2,cars>=wkrs
17943,2680280,3046,0,85000,3,1,3,2,cars>=wkrs
17944,1401728,3047,0,76100,1,1,2,0,cars>=wkrs
17945,3150105,3047,0,87480,2,1,3,1,cars>=wkrs
17946,3475800,3047,0,91000,2,1,3,3,cars<wkrs
17947,2554428,3049,0,92000,2,-3,2,2,cars>=wkrs
17948,2454516,3049,0,122000,1,1,2,2,cars<wkrs
17949,2454528,3050,0,97000,1,1,2,2,cars<wkrs
17950,2032133,3051,0,70000,3,1,4,1,cars>=wkrs
17951,2119883,3051,0,37200,2,-3,2,2,cars>=wkrs
17953,2646984,3051,0,32800,1,1,3,2,cars<wkrs
17954,997560,3051,0,81000,1,-2,1,1,cars>=wkrs
17955,1498607,3051,0,21000,2,-3,3,0,cars>=wkrs
17956,2646989,3051,0,38000,2,1,3,2,cars>=wkrs
17957,680059,3052,0,9100,2,-2,1,1,cars>=wkrs
17958,813282,3052,0,28000,0,-2,1,1,nocars
17959,1343137,3054,0,35800,1,1,2,0,cars>=wkrs
17961,2117001,3054,0,74300,1,1,2,2,cars<wkrs
17962,3009302,3054,0,70100,2,1,3,0,cars>=wkrs
17963,2252886,3054,0,31000,2,1,2,2,cars>=wkrs
17964,1506024,3055,0,30200,2,1,3,0,cars>=wkrs
17965,1879877,3056,0,25600,1,1,3,1,cars>=wkrs
17966,1617737,3056,0,16000,1,1,2,1,cars>=wkrs
17967,2647013,3056,0,38000,2,1,3,2,cars>=wkrs
17968,1328263,3057,0,21200,2,1,2,0,cars>=wkrs
17969,2004171,3057,0,35000,2,1,4,1,cars>=wkrs
17970,1328260,3057,0,22300,0,-3,2,0,nocars
17971,1562543,3057,0,38000,2,1,4,0,cars>=wkrs
17972,2883264,3057,0,10700,2,1,5,2,cars>=wkrs
17973,2191227,3058,0,24100,0,1,2,2,nocars
17974,3541890,3058,0,33220,1,1,4,3,cars<wkrs
17975,2252915,3058,0,35000,1,1,2,2,cars<wkrs
17976,2837944,3058,0,40000,1,1,4,2,cars<wkrs
17977,3336196,3058,0,118700,2,1,4,2,cars>=wkrs
17978,2769218,3058,0,34000,1,1,3,2,cars<wkrs
17979,358589,3059,0,6760,1,-2,1,1,cars>=wkrs
17980,465362,3059,0,20000,2,-2,1,1,cars>=wkrs
17981,203724,3059,0,8800,2,6,6,0,cars>=wkrs
17982,3284276,3061,0,30100,2,1,3,2,cars>=wkrs
17983,2231625,3061,0,30100,2,1,2,2,cars>=wkrs
17984,1718855,3064,0,34000,1,-3,2,1,cars>=wkrs
17985,1702417,3066,0,96200,2,1,2,1,cars>=wkrs
17986,3140519,3066,0,53700,1,1,3,1,cars>=wkrs
17987,2813387,3067,0,53000,2,1,4,2,cars>=wkrs
17988,2985173,3067,0,64000,3,1,3,0,cars>=wkrs
17989,1995650,3067,0,169300,2,1,3,1,cars>=wkrs
17990,2702499,3067,0,38200,2,1,3,2,cars>=wkrs
17991,3364367,3068,0,11590,2,1,3,3,cars<wkrs
17992,3211861,3068,0,36710,1,1,4,1,cars>=wkrs
17993,2057647,3068,0,25000,1,1,7,1,cars>=wkrs
17994,1567206,3068,0,30200,1,1,6,0,cars>=wkrs
17995,2026806,3069,0,40000,1,1,4,1,cars>=wkrs
17996,3024908,3069,0,38100,1,1,3,0,cars>=wkrs
17997,3242406,3070,0,39900,1,1,4,1,cars>=wkrs
17998,465382,3070,0,10000,1,-2,1,1,cars>=wkrs
17999,3076976,3070,0,13400,1,1,4,0,cars>=wkrs
18000,1718901,3070,0,25530,1,1,2,1,cars>=wkrs
18003,2802692,3070,0,39000,1,-3,4,2,cars<wkrs
18004,926724,3070,0,66000,1,-2,1,1,cars>=wkrs
18005,2352523,3070,0,30000,0,1,2,2,nocars
18006,2191302,3070,0,27000,1,1,2,2,cars<wkrs
18007,3879142,3070,0,34570,3,1,4,3,cars>=wkrs
18008,3283768,3072,0,18300,1,1,3,2,cars<wkrs
18009,2619240,3072,0,25000,2,1,3,2,cars>=wkrs
18010,3220715,3072,0,18620,2,1,4,1,cars>=wkrs
18011,3439156,3072,0,38490,3,1,3,3,cars>=wkrs
18012,3541961,3072,0,35500,1,1,4,3,cars<wkrs
18013,1343225,3072,0,35800,1,2,2,0,cars>=wkrs
18014,3879145,3072,0,34570,1,1,4,3,cars<wkrs
18015,2647127,3073,0,34200,2,1,3,2,cars>=wkrs
18016,2252988,3073,0,24000,1,1,2,2,cars<wkrs
18017,1908914,3073,0,75000,2,1,3,1,cars>=wkrs
18019,2528471,3073,0,122000,2,1,2,2,cars>=wkrs
18020,1328311,3073,0,18000,2,1,2,0,cars>=wkrs
18021,1401764,3073,0,56400,0,1,2,0,nocars
18022,1511948,3074,0,13400,0,1,3,0,nocars
18023,2191376,3074,0,40800,2,1,2,2,cars>=wkrs
18024,1718936,3074,0,31700,1,1,2,1,cars>=wkrs
18025,2308363,3074,0,96650,2,1,2,2,cars>=wkrs
18026,1693245,3074,0,24000,1,1,2,1,cars>=wkrs
18027,2253022,3074,0,37800,1,-3,2,2,cars<wkrs
18028,1389517,3074,0,15200,0,1,2,0,nocars
18029,1718953,3074,0,41000,1,1,2,1,cars>=wkrs
18030,2928423,3074,0,15500,0,-3,3,0,nocars
18031,2454591,3075,0,132300,2,1,2,2,cars>=wkrs
18032,3184870,3075,0,32400,1,1,3,1,cars>=wkrs
18033,2837969,3075,0,33980,2,1,4,2,cars>=wkrs
18034,2253029,3075,0,38900,2,1,2,2,cars>=wkrs
18035,3364399,3075,0,11590,1,-3,3,3,cars<wkrs
18036,3755096,3075,0,34300,1,-3,4,0,cars>=wkrs
18037,3033970,3076,0,40600,2,1,3,0,cars>=wkrs
18038,3825904,3076,0,40500,2,1,4,2,cars>=wkrs
18039,3328614,3076,0,15380,2,1,4,2,cars>=wkrs
18040,3904373,3076,0,81500,2,1,5,5,cars<wkrs
18041,2928431,3076,0,15500,2,1,3,0,cars>=wkrs
18042,1789719,3076,0,19600,1,1,2,1,cars>=wkrs
18043,1511959,3076,0,13400,0,2,3,0,nocars
18044,3057467,3076,0,0,2,1,4,0,cars>=wkrs
18045,2352633,3076,0,37190,2,1,2,2,cars>=wkrs
18046,2619267,3077,0,25000,2,1,3,2,cars>=wkrs
18047,2352648,3077,0,37900,2,-3,2,2,cars>=wkrs
18049,465411,3077,0,18000,1,-2,1,1,cars>=wkrs
18050,203806,3077,0,4900,1,1,6,0,cars>=wkrs
18051,1921334,3077,0,38604,1,1,3,1,cars>=wkrs
18053,3879162,3077,0,34570,2,1,4,3,cars<wkrs
18054,1306795,3078,0,49200,3,-3,2,0,cars>=wkrs
18055,3542010,3078,0,35500,1,1,4,3,cars<wkrs
18056,2647264,3078,0,34200,2,1,3,2,cars>=wkrs
18057,3024948,3078,0,23820,0,1,3,0,nocars
18058,2228925,3078,0,12300,2,-3,2,2,cars>=wkrs
18059,2914116,3078,0,41000,1,1,6,2,cars<wkrs
18060,3574607,3078,0,39800,1,1,4,3,cars<wkrs
18061,1929408,3080,0,71000,2,1,3,1,cars>=wkrs
18062,3053860,3080,0,8250,2,1,4,0,cars>=wkrs
18063,1445791,3080,0,51900,2,-3,2,0,cars>=wkrs
18064,1885214,3082,0,61050,1,1,3,1,cars>=wkrs
18065,2067401,3083,0,1000,1,1,5,1,cars>=wkrs
18066,2619284,3083,0,25000,3,-3,3,2,cars>=wkrs
18067,2955697,3083,0,25000,1,1,3,0,cars>=wkrs
18068,3439192,3083,0,38490,2,1,3,3,cars<wkrs
18069,2125610,3084,0,17700,1,-3,2,2,cars<wkrs
18070,1671099,3084,0,26800,1,1,2,1,cars>=wkrs
18071,2454614,3085,0,104000,4,1,2,2,cars>=wkrs
18072,225513,3085,0,11000,0,1,4,0,nocars
18073,3708843,3085,0,66500,1,1,4,0,cars>=wkrs
18074,1530139,3085,0,48500,1,6,3,0,cars>=wkrs
18075,3831341,3087,0,420000,2,1,4,2,cars>=wkrs
18076,3414540,3087,0,135800,3,1,3,3,cars>=wkrs
18077,1812859,3089,0,75500,2,-3,2,1,cars>=wkrs
18078,1304614,3089,0,110290,1,1,2,0,cars>=wkrs
18079,2680300,3089,0,80000,2,1,3,2,cars>=wkrs
18080,465436,3090,0,16340,1,-2,1,1,cars>=wkrs
18081,2749960,3090,0,325200,2,1,3,2,cars>=wkrs
18082,680236,3090,0,13790,2,-2,1,1,cars>=wkrs
18083,2038987,3090,0,90000,2,1,4,1,cars>=wkrs
18084,3122905,3091,0,45500,2,1,5,0,cars>=wkrs
18085,3708868,3091,0,66500,3,1,4,0,cars>=wkrs
18086,1632748,3093,0,43600,2,1,2,1,cars>=wkrs
18087,1365614,3094,0,53810,2,-3,2,0,cars>=wkrs
18088,3422916,3095,0,126900,4,1,3,3,cars>=wkrs
18089,1445839,3096,0,53900,0,1,2,0,nocars
18090,680257,3096,0,16340,2,-2,1,1,cars>=wkrs
18091,3526713,3097,0,75200,2,-3,4,3,cars<wkrs
18092,2666714,3097,0,53000,2,1,3,2,cars>=wkrs
18093,3708888,3097,0,66500,4,1,4,0,cars>=wkrs
18094,2901987,3097,0,69800,2,1,5,2,cars>=wkrs
18095,2985210,3099,0,67600,1,1,3,0,cars>=wkrs
18096,1530156,3100,0,48500,2,1,3,0,cars>=wkrs
18097,2965339,3105,0,48200,1,1,3,0,cars>=wkrs
18098,1417488,3105,0,20100,1,-3,2,0,cars>=wkrs
18099,3569024,3106,0,21000,3,1,4,3,cars>=wkrs
18100,3749221,3106,0,165000,3,1,4,0,cars>=wkrs
18101,2525628,3107,0,76000,4,-3,2,2,cars>=wkrs
18102,2026837,3107,0,37600,4,1,4,1,cars>=wkrs
18103,3296378,3107,0,106900,2,1,3,2,cars>=wkrs
18104,3425375,3108,0,41000,2,-3,3,3,cars<wkrs
18105,3018072,3108,0,149540,2,1,3,0,cars>=wkrs
18106,1068354,3108,0,24400,1,-2,1,1,cars>=wkrs
18107,2352762,3108,0,26500,2,1,2,2,cars>=wkrs
18108,2454764,3108,0,99000,2,1,2,2,cars>=wkrs
18109,2554484,3108,0,97000,2,1,2,2,cars>=wkrs
18110,2308408,3108,0,92000,2,1,2,2,cars>=wkrs
18111,2454780,3108,0,111000,2,-3,2,2,cars>=wkrs
18112,2454765,3108,0,86000,2,1,2,2,cars>=wkrs
18113,2916645,3109,0,181000,2,-3,5,2,cars>=wkrs
18115,2070695,3109,0,26000,1,1,5,1,cars>=wkrs
18116,1401789,3110,0,60000,0,1,2,0,nocars
18117,2554502,3110,0,134040,2,1,2,2,cars>=wkrs
18118,1854888,3110,0,62800,2,1,2,1,cars>=wkrs
18119,1302749,3110,0,68400,2,3,2,0,cars>=wkrs
18120,3425393,3110,0,41000,2,1,3,3,cars<wkrs
18121,2454854,3111,0,129540,2,1,2,2,cars>=wkrs
18122,2838024,3111,0,37000,2,1,4,2,cars>=wkrs
18123,2680321,3111,0,159000,2,1,3,2,cars>=wkrs
18129,3150115,3113,0,135400,1,1,3,1,cars>=wkrs
18130,3180757,3113,0,89920,2,1,3,1,cars>=wkrs
18131,3475926,3113,0,126930,3,1,3,3,cars>=wkrs
18132,1390952,3114,0,51000,1,1,2,0,cars>=wkrs
18133,3278181,3114,0,57500,2,1,3,2,cars>=wkrs
18134,2401403,3114,0,77000,2,1,2,2,cars>=wkrs
18135,1471529,3114,0,141200,1,1,2,0,cars>=wkrs
18136,2352799,3114,0,28900,1,1,2,2,cars<wkrs
18137,2554511,3114,0,122000,2,1,2,2,cars>=wkrs
18138,2554512,3114,0,115000,2,-3,2,2,cars>=wkrs
18139,225661,3116,0,11000,0,1,4,0,nocars
18140,813702,3116,0,24000,1,-2,1,1,cars>=wkrs
18141,1988386,3116,0,99750,3,1,3,1,cars>=wkrs
18142,997823,3116,0,103000,2,-2,1,1,cars>=wkrs
18143,680435,3116,0,20350,2,-2,1,1,cars>=wkrs
18144,680450,3116,0,21550,1,-2,1,1,cars>=wkrs
18145,680489,3117,0,20000,2,-2,1,1,cars>=wkrs
18146,3198633,3117,0,95400,4,1,3,1,cars>=wkrs
18147,3475939,3117,0,88000,4,1,3,3,cars>=wkrs
18149,1770103,3118,0,131800,2,1,2,1,cars>=wkrs
18150,3741254,3118,0,72000,1,1,4,0,cars>=wkrs
18151,3613878,3119,0,90000,3,1,5,3,cars>=wkrs
18152,2914136,3121,0,25400,2,1,5,2,cars>=wkrs
18153,3425493,3121,0,41000,1,1,3,3,cars<wkrs
